"mrr_date","gateway","simplified_plan_id","billing_interval","mrr"
2018-03-25,"Stripe","analyze","month",500
2018-03-25,"Manual","other","year",387.0832
2018-03-25,"Stripe","awesome","month",345401.18
2018-03-25,"Manual","reply","year",3694.833
2018-03-25,"Manual","business","year",1557.4989
2018-03-25,"Stripe","business","month",529397.25
2018-03-25,"Manual","business","year",14245.9973
2018-03-25,"Apple","awesome","year",10649.41
2018-03-25,"Android","business","month",1188
2018-03-25,"Apple","awesome","month",45569.45
2018-03-24,"Android","awesome","month",7660
2018-03-24,"Apple","business","year",12999.87
2018-03-24,"Stripe","analyze","month",500
2018-03-24,"Apple","awesome","year",10657.74
2018-03-24,"Apple","business","month",8699.11
2018-03-24,"Manual","reply","year",2850
2018-03-24,"Stripe","awesome","year",262659.2316028
2018-03-24,"Stripe","business","year",176218.1415794
2018-03-24,"Apple","awesome","month",45684.33
2018-03-24,"Stripe","reply","year",446.9166666
2018-03-24,"Stripe","business","month",530176.67
2018-03-24,"Manual","other","year",387.0832
2018-03-24,"Stripe","awesome","month",345559.61
2018-03-24,"Manual","reply","year",3694.833
2018-03-24,"Android","business","month",1188
2018-03-24,"Manual","business","month",1899
2018-03-24,"Stripe","reply","month",27749.3
2018-03-24,"Manual","business","year",14245.9973
2018-03-24,"Android","awesome","year",1431.5
2018-03-24,"Manual","business","year",1557.4989
2018-03-23,"Android","awesome","year",1419.5
2018-03-23,"Manual","business","year",1557.4989
2018-03-23,"Stripe","analyze","month",500
2018-03-23,"Stripe","awesome","year",262109.0016028
2018-03-23,"Manual","reply","year",2850
2018-03-23,"Apple","business","year",12999.87
2018-03-23,"Manual","business","month",1899
2018-03-23,"Stripe","reply","month",27571.03
2018-03-23,"Android","awesome","month",7645
2018-03-23,"Apple","business","month",8799.1
2018-03-23,"Apple","awesome","year",10674.4
2018-03-23,"Manual","business","year",13906.8307
2018-03-23,"Manual","other","year",387.0832
2018-03-23,"Stripe","business","year",175869.3790797
2018-03-23,"Manual","reply","year",3694.833
2018-03-23,"Stripe","business","month",530648.68
2018-03-23,"Apple","awesome","month",45744.27
2018-03-23,"Stripe","reply","year",446.9166666
2018-03-23,"Stripe","awesome","month",344975.56
2018-03-23,"Android","business","month",1188
2018-03-22,"Stripe","business","year",175473.5632466
2018-03-22,"Manual","reply","year",2850
2018-03-22,"Stripe","business","month",530886.48
2018-03-22,"Manual","business","year",13906.8307
2018-03-22,"Stripe","awesome","month",343993.18
2018-03-22,"Apple","awesome","month",45849.16
2018-03-22,"Apple","awesome","year",10724.38
2018-03-22,"Manual","business","year",1557.4989
2018-03-22,"Android","awesome","month",7680
2018-03-22,"Manual","reply","year",3694.833
2018-03-22,"Stripe","reply","month",27881.02
2018-03-22,"Manual","other","year",387.0832
2018-03-22,"Apple","business","month",8699.11
2018-03-22,"Android","business","month",1188
2018-03-22,"Stripe","analyze","month",500
2018-03-22,"Manual","business","month",1899
2018-03-22,"Stripe","awesome","year",260115.87327
2018-03-22,"Android","awesome","year",1419.5
2018-03-22,"Stripe","reply","year",446.9166666
2018-03-22,"Apple","business","year",12999.87
2018-03-21,"Stripe","awesome","month",343293.34
2018-03-21,"Manual","reply","year",3694.833
2018-03-21,"Stripe","reply","month",27881.02
2018-03-21,"Stripe","awesome","year",257499.1224373
2018-03-21,"Apple","awesome","year",10766.03
2018-03-21,"Manual","business","year",1557.4989
2018-03-21,"Android","business","month",1188
2018-03-21,"Apple","business","year",12999.87
2018-03-21,"Manual","business","year",13906.8307
2018-03-21,"Stripe","analyze","month",500
2018-03-21,"Apple","awesome","month",45804.2
2018-03-21,"Stripe","business","month",531088.01
2018-03-21,"Manual","other","year",387.0832
2018-03-21,"Android","awesome","year",1402.5
2018-03-21,"Stripe","reply","year",446.9166666
2018-03-21,"Stripe","business","year",175075.1699134
2018-03-21,"Manual","reply","year",2850
2018-03-21,"Manual","business","month",1899
2018-03-21,"Android","awesome","month",7600
2018-03-21,"Apple","business","month",8599.12
2018-03-20,"Manual","reply","year",2850
2018-03-20,"Manual","other","year",387.0832
2018-03-20,"Stripe","awesome","year",255445.0441044
2018-03-20,"Stripe","reply","month",28086.02
2018-03-20,"Stripe","business","year",174686.920747
2018-03-20,"Stripe","analyze","month",475
2018-03-20,"Apple","awesome","month",45719.28
2018-03-20,"Manual","business","month",1899
2018-03-20,"Stripe","reply","year",446.9166666
2018-03-20,"Manual","business","year",1557.4989
2018-03-20,"Stripe","business","month",530023.59
2018-03-20,"Manual","business","year",13906.8307
2018-03-20,"Apple","business","year",12999.87
2018-03-20,"Android","awesome","month",7610
2018-03-20,"Apple","awesome","year",10611.43
2018-03-20,"Android","awesome","year",1385.5
2018-03-20,"Stripe","awesome","month",343036.43
2018-03-20,"Android","business","month",1188
2018-03-20,"Manual","reply","year",3694.833
2018-03-20,"Apple","business","month",8299.15
2018-03-19,"Stripe","business","month",528388.81
2018-03-19,"Android","business","month",1188
2018-03-19,"Manual","business","month",1899
2018-03-19,"Manual","business","year",13822.6641
2018-03-19,"Stripe","analyze","month",375
2018-03-19,"Apple","awesome","year",10386.52
2018-03-19,"Stripe","business","year",174396.5082472
2018-03-19,"Manual","reply","year",2850
2018-03-19,"Manual","other","year",387.0832
2018-03-19,"Apple","business","month",8399.14
2018-03-19,"Android","awesome","month",7620
2018-03-19,"Manual","reply","year",3694.833
2018-03-19,"Apple","awesome","month",45634.36
2018-03-19,"Stripe","awesome","month",342880.67
2018-03-19,"Android","awesome","year",1368.5
2018-03-19,"Manual","business","year",1473.3323
2018-03-19,"Apple","business","year",11999.88
2018-03-19,"Stripe","reply","year",446.9166666
2018-03-19,"Stripe","awesome","year",254393.4591047
2018-03-19,"Stripe","reply","month",28161.02
2018-03-18,"Android","awesome","month",7550
2018-03-18,"Stripe","awesome","year",254110.4824382
2018-03-18,"Manual","other","year",387.0832
2018-03-18,"Manual","reply","year",2850
2018-03-18,"Manual","business","year",1473.3323
2018-03-18,"Stripe","awesome","month",343164.85
2018-03-18,"Manual","business","month",1899
2018-03-18,"Android","business","month",1188
2018-03-18,"Android","awesome","year",1334.5
2018-03-18,"Apple","business","month",8399.14
2018-03-18,"Stripe","reply","year",446.9166666
2018-03-18,"Stripe","reply","month",28391.53
2018-03-18,"Apple","awesome","month",45634.36
2018-03-18,"Apple","awesome","year",10261.57
2018-03-18,"Manual","business","year",13822.6641
2018-03-18,"Stripe","business","month",528924.03
2018-03-18,"Stripe","business","year",174154.6374139
2018-03-18,"Apple","business","year",11999.88
2018-03-18,"Stripe","analyze","month",375
2018-03-18,"Manual","reply","year",2598.9997
2018-03-17,"Stripe","business","year",174205.6374139
2018-03-17,"Manual","other","year",387.0832
2018-03-17,"Manual","business","year",13822.6641
2018-03-17,"Apple","business","year",11999.88
2018-03-17,"Stripe","reply","year",446.9166666
2018-03-17,"Android","business","month",1089
2018-03-17,"Android","awesome","year",1343
2018-03-17,"Apple","awesome","year",10169.94
2018-03-17,"Stripe","analyze","month",375
2018-03-17,"Stripe","reply","month",28447.9
2018-03-17,"Apple","business","month",8499.13
2018-03-17,"Stripe","awesome","year",253935.0724381
2018-03-17,"Apple","awesome","month",45674.32
2018-03-17,"Android","awesome","month",7500
2018-03-17,"Manual","reply","year",2598.9997
2018-03-17,"Manual","reply","year",2850
2018-03-17,"Manual","business","month",1899
2018-03-17,"Stripe","business","month",530079.83
2018-03-17,"Manual","business","year",1473.3323
2018-03-17,"Stripe","awesome","month",343258.16
2018-03-16,"Manual","reply","year",2850
2018-03-16,"Stripe","business","year",173951.1299141
2018-03-16,"Stripe","analyze","month",350
2018-03-16,"Android","business","month",1089
2018-03-16,"Stripe","awesome","year",253641.9941049
2018-03-16,"Stripe","reply","month",28447.9
2018-03-16,"Android","awesome","month",7510
2018-03-16,"Manual","reply","year",2494.8331
2018-03-16,"Manual","business","month",1899
2018-03-16,"Stripe","business","month",530304.96
2018-03-16,"Apple","business","month",8299.15
2018-03-16,"Manual","business","year",1473.3323
2018-03-16,"Apple","awesome","year",10103.3
2018-03-16,"Apple","awesome","month",45694.3
2018-03-16,"Stripe","reply","year",446.9166666
2018-03-16,"Manual","other","year",387.0832
2018-03-16,"Stripe","awesome","month",343239.69
2018-03-16,"Manual","business","year",13822.6641
2018-03-16,"Apple","business","year",11999.88
2018-03-16,"Android","awesome","year",1334.5
2018-03-15,"Apple","business","month",8399.14
2018-03-15,"Manual","business","year",13822.6641
2018-03-15,"Stripe","business","month",530071.58
2018-03-15,"Stripe","awesome","year",253134.998272
2018-03-15,"Android","awesome","year",1334.5
2018-03-15,"Apple","awesome","year",10069.98
2018-03-15,"Android","awesome","month",7510
2018-03-15,"Apple","awesome","month",45739.25
2018-03-15,"Manual","reply","year",2850
2018-03-15,"Manual","reply","year",2494.8331
2018-03-15,"Stripe","analyze","month",350
2018-03-15,"Manual","business","month",1899
2018-03-15,"Android","business","month",1089
2018-03-15,"Stripe","awesome","month",343175.95
2018-03-15,"Manual","business","year",1473.3323
2018-03-15,"Apple","business","year",11999.88
2018-03-15,"Stripe","reply","year",446.9166666
2018-03-15,"Stripe","business","year",173742.4382477
2018-03-15,"Manual","other","year",387.0832
2018-03-15,"Stripe","reply","month",28494.78
2018-03-14,"Stripe","analyze","month",362.5
2018-03-14,"Manual","business","year",13822.6641
2018-03-14,"Android","awesome","month",7550
2018-03-14,"Apple","awesome","year",9953.36
2018-03-14,"Stripe","awesome","year",252637.1799389
2018-03-14,"Stripe","awesome","month",342987.33
2018-03-14,"Manual","business","month",1899
2018-03-14,"Stripe","business","month",529626.68
2018-03-14,"Manual","other","year",387.0832
2018-03-14,"Apple","awesome","month",45734.25
2018-03-14,"Stripe","reply","month",28642.65
2018-03-14,"Manual","reply","year",2850
2018-03-14,"Apple","business","month",8499.13
2018-03-14,"Manual","reply","year",2494.8331
2018-03-14,"Stripe","business","year",173389.4524146
2018-03-14,"Android","business","month",1089
2018-03-14,"Apple","business","year",11999.88
2018-03-14,"Manual","business","year",1473.3323
2018-03-14,"Android","awesome","year",1326
2018-03-14,"Stripe","reply","year",446.9166666
2018-03-13,"Apple","awesome","month",45854.13
2018-03-13,"Stripe","business","year",173166.4124148
2018-03-13,"Manual","other","year",387.0832
2018-03-13,"Manual","reply","year",2850
2018-03-13,"Manual","reply","year",2494.8331
2018-03-13,"Manual","business","month",1899
2018-03-13,"Stripe","analyze","month",362.5
2018-03-13,"Stripe","reply","month",28672.33
2018-03-13,"Stripe","awesome","month",343006.62
2018-03-13,"Manual","business","year",13822.6641
2018-03-13,"Android","awesome","year",1317.5
2018-03-13,"Apple","business","year",11999.88
2018-03-13,"Stripe","reply","year",446.9166666
2018-03-13,"Android","awesome","month",7550
2018-03-13,"Manual","business","year",1473.3323
2018-03-13,"Apple","awesome","year",9920.04
2018-03-13,"Stripe","awesome","year",252004.6799393
2018-03-13,"Apple","business","month",8599.12
2018-03-13,"Android","business","month",1089
2018-03-13,"Stripe","business","month",528968.94
2018-03-12,"Stripe","awesome","month",342896.79
2018-03-12,"Apple","business","year",11999.88
2018-03-12,"Stripe","business","month",529036.69
2018-03-12,"Manual","business","year",1473.3323
2018-03-12,"Stripe","reply","year",446.9166666
2018-03-12,"Apple","business","month",8599.12
2018-03-12,"Manual","reply","year",2494.8331
2018-03-12,"Stripe","reply","month",29057.33
2018-03-12,"Manual","other","year",387.0832
2018-03-12,"Apple","awesome","year",9853.4
2018-03-12,"Stripe","business","year",173113.7965815
2018-03-12,"Stripe","analyze","month",350
2018-03-12,"Android","business","month",1089
2018-03-12,"Android","awesome","month",7570
2018-03-12,"Manual","business","year",13822.6641
2018-03-12,"Manual","reply","year",2850
2018-03-12,"Manual","business","month",1899
2018-03-12,"Apple","awesome","month",45809.17
2018-03-12,"Android","awesome","year",1309
2018-03-12,"Stripe","awesome","year",251282.8649399
2018-03-11,"Stripe","reply","month",29371.21
2018-03-11,"Manual","business","year",13822.6641
2018-03-11,"Manual","business","year",1473.3323
2018-03-11,"Manual","reply","year",2494.8331
2018-03-11,"Manual","other","year",387.0832
2018-03-11,"Android","awesome","year",1292
2018-03-11,"Apple","business","year",11999.88
2018-03-11,"Manual","business","month",1899
2018-03-11,"Stripe","awesome","month",343056.74
2018-03-11,"Apple","business","month",8499.13
2018-03-11,"Stripe","reply","year",446.9166666
2018-03-11,"Android","business","month",1089
2018-03-11,"Stripe","business","month",529813
2018-03-11,"Stripe","analyze","month",350
2018-03-11,"Android","awesome","month",7520
2018-03-11,"Manual","reply","year",2850
2018-03-11,"Stripe","business","year",172819.9474151
2018-03-11,"Stripe","awesome","year",251147.3741066
2018-03-11,"Apple","awesome","year",9778.43
2018-03-11,"Apple","awesome","month",45779.2
2018-03-10,"Manual","business","year",13822.6641
2018-03-10,"Manual","other","year",387.0832
2018-03-10,"Apple","awesome","month",45879.1
2018-03-10,"Stripe","awesome","year",250964.1966065
2018-03-10,"Manual","business","year",1473.3323
2018-03-10,"Stripe","business","year",172988.697415
2018-03-10,"Manual","reply","year",2289.9998
2018-03-10,"Stripe","reply","month",29400.73
2018-03-10,"Android","awesome","month",7550
2018-03-10,"Manual","business","month",1899
2018-03-10,"Manual","reply","year",2850
2018-03-10,"Apple","awesome","year",9745.11
2018-03-10,"Stripe","reply","year",446.9166666
2018-03-10,"Stripe","business","month",530017.95
2018-03-10,"Stripe","analyze","month",350
2018-03-10,"Android","awesome","year",1292
2018-03-10,"Apple","business","year",11999.88
2018-03-10,"Stripe","awesome","month",343288.78
2018-03-10,"Android","business","month",1089
2018-03-10,"Apple","business","month",8399.14
2018-03-09,"Manual","other","year",387.0832
2018-03-09,"Apple","awesome","year",9703.46
2018-03-09,"Stripe","business","year",172579.536582
2018-03-09,"Manual","business","month",1899
2018-03-09,"Apple","business","month",8399.14
2018-03-09,"Stripe","reply","month",29400.73
2018-03-09,"Stripe","awesome","year",250522.0866068
2018-03-09,"Manual","reply","year",2289.9998
2018-03-09,"Stripe","business","month",530086.2
2018-03-09,"Apple","business","year",10999.89
2018-03-09,"Stripe","awesome","month",343198.01
2018-03-09,"Android","awesome","year",1292
2018-03-09,"Android","awesome","month",7560
2018-03-09,"Apple","awesome","month",45939.04
2018-03-09,"Android","business","month",1089
2018-03-09,"Manual","business","year",1473.3323
2018-03-09,"Stripe","analyze","month",250
2018-03-09,"Stripe","reply","year",446.9166666
2018-03-09,"Manual","reply","year",2850
2018-03-09,"Manual","business","year",13822.6641
2018-03-08,"Apple","business","year",10999.89
2018-03-08,"Stripe","reply","year",446.9166666
2018-03-08,"Stripe","awesome","month",343318.92
2018-03-08,"Stripe","reply","month",29691.26
2018-03-08,"Manual","other","year",387.0832
2018-03-08,"Android","awesome","year",1292
2018-03-08,"Manual","reply","year",2850
2018-03-08,"Manual","business","year",13822.6641
2018-03-08,"Manual","business","month",1899
2018-03-08,"Stripe","business","year",172369.4132488
2018-03-08,"Stripe","awesome","year",249931.0091072
2018-03-08,"Apple","business","month",8299.15
2018-03-08,"Android","awesome","month",7520
2018-03-08,"Stripe","analyze","month",250
2018-03-08,"Android","business","month",990
2018-03-08,"Apple","awesome","year",9653.48
2018-03-08,"Apple","awesome","month",46048.93
2018-03-08,"Stripe","business","month",529168.26
2018-03-08,"Manual","business","year",1473.3323
2018-03-08,"Manual","reply","year",2289.9998
2018-03-07,"Android","awesome","month",7550
2018-03-07,"Apple","business","year",10999.89
2018-03-07,"Manual","other","year",387.0832
2018-03-07,"Stripe","business","year",172336.2465822
2018-03-07,"Android","awesome","year",1292
2018-03-07,"Manual","reply","year",2850
2018-03-07,"Stripe","awesome","year",249368.2541074
2018-03-07,"Manual","business","year",13822.6641
2018-03-07,"Apple","business","month",8299.15
2018-03-07,"Stripe","business","month",529568.9
2018-03-07,"Manual","business","month",1899
2018-03-07,"Apple","awesome","year",9561.85
2018-03-07,"Android","business","month",1089
2018-03-07,"Stripe","analyze","month",250
2018-03-07,"Manual","business","year",1473.3323
2018-03-07,"Apple","awesome","month",46038.94
2018-03-07,"Stripe","reply","month",29370.14
2018-03-07,"Manual","reply","year",2289.9998
2018-03-07,"Stripe","reply","year",446.9166666
2018-03-07,"Stripe","awesome","month",343246.74
2018-03-06,"Manual","reply","year",2850
2018-03-06,"Manual","business","year",1473.3323
2018-03-06,"Stripe","awesome","month",342596.88
2018-03-06,"Manual","business","year",13822.6641
2018-03-06,"Manual","other","year",387.0832
2018-03-06,"Stripe","reply","year",446.9166666
2018-03-06,"Apple","awesome","year",9486.88
2018-03-06,"Stripe","awesome","year",248615.6307739
2018-03-06,"Apple","business","year",10999.89
2018-03-06,"Manual","reply","year",2289.9998
2018-03-06,"Apple","business","month",8299.15
2018-03-06,"Apple","awesome","month",45969
2018-03-06,"Stripe","reply","month",29200.14
2018-03-06,"Android","business","month",1089
2018-03-06,"Stripe","analyze","month",250
2018-03-06,"Stripe","business","year",171965.5074158
2018-03-06,"Manual","business","month",1899
2018-03-06,"Android","awesome","year",1292
2018-03-06,"Android","awesome","month",7550
2018-03-06,"Stripe","business","month",528754.14
2018-03-05,"Stripe","analyze","month",250
2018-03-05,"Stripe","reply","month",29715.14
2018-03-05,"Manual","business","month",1899
2018-03-05,"Android","business","month",1089
2018-03-05,"Manual","other","year",387.0832
2018-03-05,"Manual","business","year",1473.3323
2018-03-05,"Android","awesome","month",7540
2018-03-05,"Manual","reply","year",2850
2018-03-05,"Stripe","business","year",171965.5074158
2018-03-05,"Apple","awesome","month",46073.89
2018-03-05,"Apple","business","month",8399.14
2018-03-05,"Stripe","reply","year",446.9166666
2018-03-05,"Manual","reply","year",2289.9998
2018-03-05,"Stripe","awesome","year",247778.812441
2018-03-05,"Manual","business","year",13822.6641
2018-03-05,"Android","awesome","year",1283.5
2018-03-05,"Stripe","awesome","month",342383.35
2018-03-05,"Apple","business","year",10999.89
2018-03-05,"Apple","awesome","year",9445.23
2018-03-05,"Stripe","business","month",527770.51
2018-03-04,"Android","awesome","year",1283.5
2018-03-04,"Manual","reply","year",2289.9998
2018-03-04,"Stripe","reply","year",446.9166666
2018-03-04,"Apple","business","month",8399.14
2018-03-04,"Apple","awesome","month",45934.03
2018-03-04,"Apple","awesome","year",9345.27
2018-03-04,"Stripe","awesome","year",247523.6466079
2018-03-04,"Apple","business","year",10999.89
2018-03-04,"Stripe","business","month",527705.65
2018-03-04,"Stripe","awesome","month",342601.88
2018-03-04,"Stripe","reply","month",29715.14
2018-03-04,"Manual","reply","year",2850
2018-03-04,"Manual","business","year",13822.6641
2018-03-04,"Android","awesome","month",7550
2018-03-04,"Stripe","business","year",171861.3632492
2018-03-04,"Manual","business","month",1899
2018-03-04,"Android","business","month",1188
2018-03-04,"Stripe","analyze","month",250
2018-03-04,"Manual","business","year",1473.3323
2018-03-04,"Manual","other","year",387.0832
2018-03-03,"Android","business","month",1188
2018-03-03,"Apple","business","year",10999.89
2018-03-03,"Manual","reply","year",2850
2018-03-03,"Stripe","business","month",528271.93
2018-03-03,"Manual","reply","year",2289.9998
2018-03-03,"Apple","business","month",8549.12
2018-03-03,"Manual","business","year",1473.3323
2018-03-03,"Stripe","reply","year",446.9166666
2018-03-03,"Android","awesome","year",1283.5
2018-03-03,"Apple","awesome","year",9286.96
2018-03-03,"Stripe","reply","month",29655.14
2018-03-03,"Apple","awesome","month",45894.07
2018-03-03,"Manual","business","year",13822.6641
2018-03-03,"Stripe","awesome","month",342820.42
2018-03-03,"Stripe","awesome","year",247310.7574413
2018-03-03,"Stripe","analyze","month",250
2018-03-03,"Manual","other","year",387.0832
2018-03-03,"Android","awesome","month",7520
2018-03-03,"Stripe","business","year",171868.9474159
2018-03-03,"Manual","business","month",1899
2018-03-02,"Manual","business","year",13822.6641
2018-03-02,"Apple","awesome","year",9195.33
2018-03-02,"Stripe","awesome","month",342562.86
2018-03-02,"Stripe","business","year",171869.7807493
2018-03-02,"Stripe","awesome","year",246339.8591084
2018-03-02,"Apple","business","year",10999.89
2018-03-02,"Manual","business","year",1473.3323
2018-03-02,"Android","awesome","month",7610
2018-03-02,"Stripe","reply","month",29334.36
2018-03-02,"Android","business","month",1188
2018-03-02,"Apple","awesome","month",45939.02
2018-03-02,"Stripe","analyze","month",250
2018-03-02,"Manual","reply","year",2850
2018-03-02,"Apple","business","month",8549.12
2018-03-02,"Manual","reply","year",2289.9998
2018-03-02,"Manual","business","month",1899
2018-03-02,"Stripe","business","month",526808.43
2018-03-02,"Android","awesome","year",1275
2018-03-02,"Stripe","reply","year",446.9166666
2018-03-02,"Manual","other","year",387.0832
2018-03-01,"Apple","business","month",8549.12
2018-03-01,"Apple","business","year",10999.89
2018-03-01,"Stripe","analyze","month",250
2018-03-01,"Apple","awesome","month",45714.24
2018-03-01,"Manual","business","year",1473.3323
2018-03-01,"Manual","business","year",13822.6641
2018-03-01,"Manual","other","year",387.0832
2018-03-01,"Apple","awesome","year",9128.69
2018-03-01,"Stripe","awesome","year",245480.0291089
2018-03-01,"Manual","reply","year",2850
2018-03-01,"Android","awesome","year",1241
2018-03-01,"Android","business","month",1188
2018-03-01,"Stripe","business","month",525567.7
2018-03-01,"Android","awesome","month",7580
2018-03-01,"Stripe","reply","month",29206.16
2018-03-01,"Manual","reply","year",2289.9998
2018-03-01,"Stripe","reply","year",446.9166666
2018-03-01,"Stripe","awesome","month",342187.55
2018-03-01,"Stripe","business","year",171414.7257496
2018-03-01,"Manual","business","month",1899
2018-02-28,"Stripe","reply","year",446.9166666
2018-02-28,"Manual","business","month",1899
2018-02-28,"Stripe","analyze","month",225
2018-02-28,"Apple","awesome","year",9012.07
2018-02-28,"Apple","awesome","month",45614.34
2018-02-28,"Stripe","reply","month",29471.91
2018-02-28,"Manual","reply","year",2850
2018-02-28,"Apple","business","year",10999.89
2018-02-28,"Stripe","awesome","month",344272.87
2018-02-28,"Android","awesome","year",1249.5
2018-02-28,"Manual","other","year",387.0832
2018-02-28,"Manual","business","year",1473.3323
2018-02-28,"Manual","reply","year",2289.9998
2018-02-28,"Apple","business","month",8649.11
2018-02-28,"Android","awesome","month",7560
2018-02-28,"Android","business","month",1188
2018-02-28,"Manual","business","year",13822.6641
2018-02-28,"Stripe","business","year",170618.6940834
2018-02-28,"Stripe","awesome","year",245152.8474424
2018-02-28,"Stripe","business","month",529191.24
2018-02-27,"Android","awesome","year",1224
2018-02-27,"Stripe","reply","year",446.9166666
2018-02-27,"Manual","business","month",1899
2018-02-27,"Apple","awesome","month",46193.76
2018-02-27,"Stripe","awesome","month",344267.66
2018-02-27,"Manual","business","year",13822.6641
2018-02-27,"Stripe","awesome","year",244713.4974426
2018-02-27,"Apple","awesome","year",8912.11
2018-02-27,"Apple","business","month",8999.07
2018-02-27,"Manual","business","year",1473.3323
2018-02-27,"Manual","reply","year",2289.9998
2018-02-27,"Manual","reply","year",2850
2018-02-27,"Manual","other","year",387.0832
2018-02-27,"Android","business","month",1188
2018-02-27,"Stripe","business","year",170455.8632501
2018-02-27,"Apple","business","year",10999.89
2018-02-27,"Stripe","business","month",529942.89
2018-02-27,"Stripe","analyze","month",225
2018-02-27,"Stripe","reply","month",29542.77
2018-02-27,"Android","awesome","month",7560
2018-02-26,"Manual","business","year",1389.1657
2018-02-26,"Android","business","month",1188
2018-02-26,"Manual","other","year",387.0832
2018-02-26,"Stripe","analyze","month",225
2018-02-26,"Apple","awesome","month",46023.93
2018-02-26,"Manual","business","month",1899
2018-02-26,"Android","awesome","year",1198.5
2018-02-26,"Manual","reply","year",2850
2018-02-26,"Manual","reply","year",2289.9998
2018-02-26,"Apple","business","month",8899.08
2018-02-26,"Stripe","business","month",528670.9
2018-02-26,"Stripe","reply","month",29504.49
2018-02-26,"Apple","awesome","year",8837.14
2018-02-26,"Stripe","reply","year",446.9166666
2018-02-26,"Manual","business","year",13738.4975
2018-02-26,"Stripe","business","year",169783.6899173
2018-02-26,"Stripe","awesome","year",244281.0541094
2018-02-26,"Apple","business","year",10999.89
2018-02-26,"Stripe","awesome","month",343850.75
2018-02-26,"Android","awesome","month",7570
2018-02-25,"Apple","awesome","year",8820.48
2018-02-25,"Manual","business","year",13738.4975
2018-02-25,"Manual","reply","year",2850
2018-02-25,"Stripe","reply","month",29504.49
2018-02-25,"Apple","business","month",8999.07
2018-02-25,"Stripe","awesome","year",244177.5957763
2018-02-25,"Apple","business","year",10999.89
2018-02-25,"Manual","business","month",1899
2018-02-25,"Apple","awesome","month",46023.93
2018-02-25,"Manual","business","year",1389.1657
2018-02-25,"Android","business","month",1188
2018-02-25,"Manual","reply","year",2289.9998
2018-02-25,"Android","awesome","month",7580
2018-02-25,"Stripe","business","month",528450.98
2018-02-25,"Stripe","analyze","month",225
2018-02-25,"Stripe","awesome","month",344222.74
2018-02-25,"Manual","other","year",387.0832
2018-02-25,"Stripe","reply","year",446.9166666
2018-02-25,"Stripe","business","year",169868.6899173
2018-02-25,"Android","awesome","year",1198.5
2018-02-24,"Stripe","reply","month",29454.49
2018-02-24,"Android","awesome","month",7570
2018-02-24,"Stripe","business","month",529154.44
2018-02-24,"Manual","business","year",1389.1657
2018-02-24,"Manual","reply","year",2850
2018-02-24,"Stripe","business","year",169882.9399173
2018-02-24,"Apple","awesome","year",8821.47
2018-02-24,"Stripe","analyze","month",225
2018-02-24,"Apple","business","year",10999.89
2018-02-24,"Apple","business","month",8999.07
2018-02-24,"Manual","business","month",1899
2018-02-24,"Manual","reply","year",2289.9998
2018-02-24,"Manual","other","year",387.0832
2018-02-24,"Apple","awesome","month",45963.99
2018-02-24,"Manual","business","year",13738.4975
2018-02-24,"Android","awesome","year",1181.5
2018-02-24,"Android","business","month",1188
2018-02-24,"Stripe","awesome","year",244033.2649433
2018-02-24,"Stripe","awesome","month",344594.58
2018-02-24,"Stripe","reply","year",446.9166666
2018-02-23,"Apple","business","month",8899.08
2018-02-23,"Android","awesome","month",7620
2018-02-23,"Stripe","reply","month",29387.76
2018-02-23,"Stripe","awesome","month",344780.73
2018-02-23,"Android","awesome","year",1181.5
2018-02-23,"Manual","reply","year",2850
2018-02-23,"Stripe","reply","year",446.9166666
2018-02-23,"Stripe","awesome","year",243589.7366105
2018-02-23,"Stripe","business","month",529747.12
2018-02-23,"Apple","awesome","year",8813.14
2018-02-23,"Apple","awesome","month",45904.05
2018-02-23,"Apple","business","year",10999.89
2018-02-23,"Manual","reply","year",2289.9998
2018-02-23,"Android","business","month",1188
2018-02-23,"Stripe","analyze","month",225
2018-02-23,"Stripe","business","year",169394.758251
2018-02-23,"Manual","business","month",1899
2018-02-23,"Manual","business","year",13738.4975
2018-02-23,"Manual","other","year",387.0832
2018-02-23,"Manual","business","year",1389.1657
2018-02-22,"Stripe","business","month",529981.65
2018-02-22,"Android","awesome","year",1181.5
2018-02-22,"Stripe","awesome","year",243014.9657774
2018-02-22,"Manual","other","year",387.0832
2018-02-22,"Manual","business","month",1899
2018-02-22,"Stripe","awesome","month",344889.42
2018-02-22,"Stripe","analyze","month",175
2018-02-22,"Apple","business","month",8799.09
2018-02-22,"Manual","business","year",1389.1657
2018-02-22,"Stripe","reply","month",29387.76
2018-02-22,"Stripe","reply","year",446.9166666
2018-02-22,"Apple","business","year",10999.89
2018-02-22,"Apple","awesome","year",8804.81
2018-02-22,"Stripe","business","year",169338.8040844
2018-02-22,"Manual","business","year",13738.4975
2018-02-22,"Apple","awesome","month",45844.11
2018-02-22,"Manual","reply","year",2289.9998
2018-02-22,"Android","business","month",1188
2018-02-22,"Manual","reply","year",2850
2018-02-22,"Android","awesome","month",7690
2018-02-21,"Stripe","reply","year",446.9166666
2018-02-21,"Manual","reply","year",2289.9998
2018-02-21,"Apple","awesome","year",8771.49
2018-02-21,"Android","awesome","year",1181.5
2018-02-21,"Manual","business","year",1389.1657
2018-02-21,"Stripe","awesome","month",345103.61
2018-02-21,"Stripe","business","year",169069.5857513
